key,counts,ststa_ucount,ensta_ucount,br,ut_sub,ut_cu,counts1,spd_avg,spd_max,visb_avg,visb_max,temp_avg,temp_max,prcp_avg,prcp_max
2017 4 3,43485,598,600,1977.4936391151357,40600,2885,33,3.6,7.2,15956.96875,16093.0,11.240624999999998,14.4,0.0,0.0
2017 12 16,19060,715,721,1979.0379136532983,18436,624,36,6.714285714285715,9.8,14257.857142857143,16093.0,-1.3342857142857139,3.9,0.25,3.0
2014 1 24,6176,314,312,1974.9993475778829,6131,45,33,7.259374999999998,10.3,16069.75,16093.0,-8.96875,-6.7,0.0,0.0
2014 2 24,12922,327,327,1974.5954631379961,12696,226,35,6.752941176470591,10.3,16071.117647058823,16093.0,4.532352941176471,10.0,0.07241379310344828,0.5
2014 4 15,10523,324,323,1975.3016935801497,10156,367,51,10.244000000000002,12.9,4644.48,16093.0,12.005999999999998,13.3,0.6307692307692307,6.0
2014 8 3,25276,322,319,1977.9710843373493,19507,5769,38,1.7864864864864867,4.1,15597.0,16093.0,20.948648648648643,24.4,0.48620689655172417,10.2
2016 12 30,21375,593,595,1976.7857216868717,19195,1917,34,7.781818181818182,10.3,15875.39393939394,16093.0,3.9545454545454537,6.1,0.7571428571428571,9.1
2017 1 6,24177,599,597,1976.504732798506,23683,458,39,3.9210526315789442,7.7,13365.578947368422,16093.0,-0.18947368421052638,1.7,0.07647058823529412,0.8
2017 4 19,45787,595,599,1977.9430948649397,43376,2411,39,5.989473684210523,8.8,16031.078947368422,16093.0,8.681578947368418,11.1,0.0,0.0
2017 6 14,60513,611,614,1978.515202551377,55469,5044,38,3.516216216216214,7.2,14366.054054054053,16093.0,24.337837837837835,30.0,0.7852941176470589,5.1
2017 4 5,47636,597,600,1977.5219205743774,44418,3218,45,2.8522727272727253,4.6,5538.545454545455,16093.0,9.099999999999998,15.0,0.8393939393939394,26.7
2017 6 13,60921,613,615,1978.629638797051,56271,4650,33,4.768749999999999,7.2,16069.75,16093.0,27.762500000000006,33.9,0.0,0.0
2017 11 19,31598,714,718,1979.9488251554942,28738,2860,35,9.700000000000003,16.0,14588.676470588236,16093.0,11.764705882352942,14.4,0.9500000000000001,6.0
2017 12 29,13759,720,721,1977.0671658724757,13351,408,33,5.859374999999996,9.8,16069.75,16093.0,-9.031249999999998,-5.0,0.0,0.0
2016 10 23,41463,589,589,1979.5063604970337,33406,7226,33,8.34375,11.3,16069.75,16093.0,12.165625000000002,17.2,0.4827586206896552,9.4
2017 3 6,32467,603,604,1977.2493923500065,31432,912,33,3.0749999999999993,5.1,16069.75,16093.0,0.01562500000000011,4.4,0.0,0.0
2017 7 28,63899,610,612,1979.335562384328,56708,7191,36,3.282857142857141,6.7,15706.628571428571,16093.0,24.70000000000001,27.2,0.0,0.0
2017 8 14,61482,614,617,1979.4227764586467,54320,7162,33,2.7343749999999996,4.6,16069.75,16093.0,24.350000000000005,27.2,0.0,0.0
2014 5 27,32936,323,320,1975.2375322734067,29439,3497,33,4.271874999999999,9.8,16069.75,16093.0,23.987500000000008,28.3,0.0,0.0
2017 7 8,55015,610,613,1980.714861737955,41860,13155,33,4.51875,8.2,15441.875,16093.0,25.034374999999994,30.0,4.517857142857143,48.8
2017 8 19,62442,609,611,1980.6351931330473,43890,18552,37,4.697222222222219,7.7,15961.222222222223,16093.0,25.33888888888889,30.0,0.53,6.9
2017 11 2,70810,728,735,1978.9040984983883,65475,5335,49,3.4854166666666644,7.2,10939.0625,16093.0,16.993750000000002,21.1,0.0,0.0
2014 2 17,4854,315,312,1976.3311592678308,4753,101,33,6.315624999999998,11.3,16069.75,16093.0,-4.228125,0.0,0.0,0.0
2017 2 22,38119,597,600,1977.6937590315456,36788,1123,33,3.2093749999999983,5.1,16069.75,16093.0,6.650000000000001,10.0,0.0,0.0
2017 6 18,49472,609,613,1980.181887405452,38203,11269,38,5.635135135135139,11.8,5680.945945945946,16093.0,22.435135135135134,25.6,0.6366666666666667,8.6
2017 8 13,57518,613,614,1980.8468873200698,41267,16251,42,4.058536585365852,6.7,16074.853658536585,16093.0,24.890243902439018,30.0,0.3321428571428572,5.3
2017 10 13,67020,710,715,1979.2334315049548,61409,5611,34,5.681818181818179,6.7,16070.454545454546,16093.0,14.942424242424241,19.4,0.08,2.0
2017 7 24,43792,611,611,1979.394416940346,40654,3138,42,5.902439024390243,9.8,13378.975609756097,16093.0,21.156097560975606,23.3,1.6314285714285712,10.0
2014 1 25,4338,313,312,1975.8382180539272,4265,73,40,9.18461538461539,14.4,11970.128205128205,16093.0,-4.130769230769233,-1.7,0.0625,0.5
2017 10 7,63635,688,693,1980.7958702300757,48293,15342,34,3.572727272727273,9.8,15352.272727272728,16093.0,20.98484848484848,25.0,0.0,0.0
2016 11 14,48834,592,597,1977.6313281844882,46084,2436,32,3.819354838709675,5.1,16072.0,16093.0,10.416129032258066,14.4,0.0,0.0
2016 12 27,25955,598,596,1976.5619641465316,23006,2632,44,5.799999999999998,9.3,12036.302325581395,16093.0,11.739534883720932,16.7,0.0,0.0
2017 11 22,32298,706,713,1977.8894274560832,30942,1356,39,4.363157894736842,11.3,14423.078947368422,16093.0,10.139473684210527,12.2,0.86875,6.0
2014 6 4,36068,325,323,1975.4702688026066,33148,2920,39,3.228947368421051,5.7,15904.052631578947,16093.0,20.194736842105268,26.1,0.0,0.0
2014 8 17,27417,322,319,1977.8862370341913,20825,6592,33,4.821874999999998,7.7,16069.75,16093.0,23.746875000000003,28.3,0.0,0.0
2017 4 21,39868,596,597,1978.1996938939906,37078,2790,45,4.59772727272727,8.8,13194.886363636364,16093.0,11.17045454545455,14.4,0.1861111111111111,4.3
2014 4 28,28557,325,324,1975.3261213720316,26530,2027,34,4.6545454545454525,6.7,16070.454545454546,16093.0,12.251515151515154,18.3,0.0,0.0
2016 12 29,13207,595,590,1976.9977310069635,12803,342,40,4.574358974358974,9.8,13429.871794871795,16093.0,4.756410256410256,8.3,0.7114285714285714,6.0
2017 2 2,34517,602,601,1977.0692051799929,33781,575,33,5.356249999999999,8.8,16019.46875,16093.0,4.421875000000001,7.2,0.0,0.0
2017 2 13,23857,599,601,1977.4834851451435,23643,169,35,9.994117647058824,15.4,15635.558823529413,16093.0,2.5558823529411767,3.9,0.47333333333333333,10.2
2017 5 14,38729,597,597,1979.6250427217649,31417,7312,44,7.655813953488368,15.4,13944.767441860466,16093.0,12.427906976744186,20.6,2.302941176470588,41.9
2017 6 15,64763,613,617,1978.446924076042,58786,5977,33,3.928125000000001,6.2,16069.75,16093.0,19.687499999999996,22.2,0.48846153846153845,7.6
2014 4 29,18404,325,324,1975.3102711216109,17778,626,34,7.73636363636364,12.9,16070.454545454546,16093.0,9.103030303030307,10.6,0.028571428571428574,0.8
2014 5 17,29912,321,318,1977.5175082137298,23132,6780,38,5.278378378378374,11.8,13293.54054054054,16093.0,16.635135135135137,20.6,3.9545454545454546,32.0
2014 6 23,32580,326,323,1975.767107533065,29563,3017,33,3.253125000000001,7.2,16069.75,16093.0,21.718749999999996,26.7,0.0,0.0
2017 10 25,71287,734,736,1979.110715305647,66849,4438,40,3.687179487179484,9.8,14199.97435897436,16093.0,17.453846153846154,19.4,1.3333333333333333,13.0
2017 6 16,56403,612,613,1978.6463529366588,51595,4808,35,4.105882352941175,6.7,14257.35294117647,16093.0,18.65294117647059,20.6,0.0896551724137931,0.8
2017 6 28,67752,612,613,1978.8021985075825,61654,6098,34,5.093939393939393,8.8,16070.454545454546,16093.0,21.818181818181824,26.7,0.10769230769230768,2.8
2017 12 23,9608,712,703,1977.1046939216958,9319,289,49,3.8212765957446795,11.8,7102.382978723404,16093.0,7.182978723404257,10.6,0.9750000000000001,11.0
2014 3 5,13801,329,330,1974.6454866735385,13582,219,33,2.5,7.2,16069.75,16093.0,-0.4000000000000005,4.4,0.0,0.0
2016 11 10,50871,592,594,1977.5490974879388,48145,2370,35,6.223529411764702,11.3,16012.29411764706,16093.0,10.117647058823527,13.9,0.03333333333333333,0.3
2017 2 16,29120,598,596,1976.9399356328272,28764,284,34,9.530303030303033,11.8,16070.454545454546,16093.0,1.9181818181818189,4.0,0.0,0.0
2017 3 7,29683,602,601,1977.62597133483,29114,460,33,4.890624999999999,6.2,14883.34375,16093.0,7.0625000000000036,8.9,0.2233333333333333,3.0
2017 4 18,53809,594,598,1978.0899550224888,48382,5427,33,6.459374999999995,12.4,16069.75,16093.0,13.990625,19.4,0.0,0.0
2014 3 22,19880,328,330,1976.9701836252348,16501,3379,33,5.3625,11.8,16069.75,16093.0,8.918750000000001,18.3,0.0,0.0
2014 5 22,24535,324,322,1975.402578172633,22963,1572,41,3.3249999999999984,5.7,12617.975,16093.0,15.5375,18.9,0.6405405405405405,7.0
2016 10 27,21058,592,591,1977.753564650348,20655,340,36,5.308571428571428,9.3,14803.114285714286,16093.0,8.088571428571425,14.4,0.5687500000000001,3.3
2016 11 16,53342,590,591,1977.5872694777775,51094,1932,36,5.405714285714284,6.7,16071.742857142857,16093.0,11.208571428571434,16.1,2.0037037037037035,31.2
2016 12 1,43242,599,600,1977.2821287306724,41882,1153,42,6.714634146341464,11.8,8919.609756097561,16093.0,12.695121951219518,13.9,0.7432432432432433,12.2
2017 1 14,13819,587,585,1977.7487922705313,13043,650,42,3.187804878048779,8.2,10876.268292682927,16093.0,-0.37317073170731707,3.9,0.22,1.3
2017 2 14,29668,600,600,1977.049471546115,29274,365,33,6.2499999999999964,13.4,16069.75,16093.0,0.29999999999999993,3.3,0.0,0.0
2017 4 17,53247,594,597,1978.3689316239315,46425,6822,34,6.706060606060603,12.9,16070.454545454546,16093.0,21.181818181818183,24.4,0.031034482758620686,0.3
2014 8 12,26261,324,324,1976.10370186746,24204,2057,34,5.815151515151515,9.8,16070.454545454546,16093.0,24.11818181818182,26.7,0.011111111111111112,0.3
2014 7 31,35458,323,320,1975.9729762966151,32530,2928,33,5.25,8.8,16069.75,16093.0,23.181250000000006,27.2,0.0,0.0
2017 4 22,34596,589,595,1980.9076473577236,25280,9316,46,3.3466666666666645,6.2,14490.488888888889,16093.0,11.70222222222222,14.4,0.2,2.0
2017 7 5,60321,612,614,1978.9768682285396,53267,7054,33,3.7625000000000006,6.2,15918.875,16093.0,24.618750000000002,27.8,0.0,0.0
2017 7 16,56833,608,611,1980.9396989440575,42358,14475,33,3.0406250000000004,6.7,15844.1875,16093.0,24.85937499999999,28.3,0.012,0.3
2017 7 27,65769,611,612,1979.0260517079441,60114,5655,37,3.986111111111109,6.7,16072.333333333334,16093.0,21.941666666666663,25.0,0.0,0.0
2014 3 11,24356,330,330,1975.067838649319,22981,1375,33,4.578124999999999,7.2,16019.46875,16093.0,9.659375,17.8,0.0,0.0
2016 11 30,24435,596,598,1977.691964657831,24163,238,45,4.0795454545454515,8.2,8409.045454545454,16093.0,13.370454545454539,15.6,3.1973684210526314,36.1
2016 12 26,10775,586,584,1975.9563172745322,9560,1103,36,4.254285714285712,7.2,15933.828571428572,16093.0,4.225714285714286,9.4,0.0,0.0
2017 2 23,42434,599,602,1977.7012475212732,39778,2281,46,2.0711111111111107,5.1,8598.955555555556,16093.0,7.6688888888888895,13.3,0.0,0.0
2017 3 3,31105,603,603,1977.244978311645,30060,867,33,7.390624999999999,9.8,16069.75,16093.0,2.634375,6.1,0.0,0.0
2017 3 11,15185,592,591,1978.138747067752,14545,515,33,8.981249999999998,13.9,15956.96875,16093.0,-4.200000000000002,1.1,0.48928571428571427,6.6
2017 5 27,46534,605,605,1979.4868854458948,30843,15691,33,4.712499999999997,7.7,16069.75,16093.0,19.540625,22.2,0.192,4.8
2017 8 27,54598,608,608,1981.121431060518,40899,13699,33,2.9499999999999997,5.7,16069.75,16093.0,20.315625,25.6,0.0,0.0
2014 4 22,27259,326,326,1975.3981383292094,25461,1798,33,3.7656250000000004,10.3,16069.75,16093.0,11.025,16.1,0.0,0.0
2017 2 20,32292,598,598,1978.858148174609,27487,4023,34,5.696969696969695,8.2,16070.454545454546,16093.0,10.996969696969698,16.1,0.0,0.0
2017 6 22,66308,615,617,1978.6032020271828,60278,6030,33,4.253125,7.7,16069.75,16093.0,23.234375,26.1,0.0,0.0
2017 7 22,48011,608,612,1980.522078057968,36496,11515,33,3.787499999999998,6.2,16069.75,16093.0,28.650000000000006,32.2,0.0,0.0
2017 8 16,68436,612,615,1979.2991932767718,61836,6600,40,2.9512820512820506,6.2,13631.25641025641,16093.0,24.620512820512815,30.6,0.6592592592592591,11.2
2014 8 8,34073,323,321,1976.3009488041114,30355,3718,33,3.453124999999999,8.2,16069.75,16093.0,23.453124999999993,28.3,0.0,0.0
2016 12 2,42371,599,601,1977.5079650375476,40754,1345,33,7.874999999999998,10.8,16069.75,16093.0,8.090624999999998,11.1,0.032,0.8
2016 12 16,24490,596,593,1976.7818978102189,24102,334,33,7.165624999999994,12.4,16069.75,16093.0,-5.2656250000000036,-2.2,0.0,0.0
2017 1 16,24110,596,597,1977.6734783564052,22780,1147,33,2.5593749999999997,4.6,16069.75,16093.0,1.5218749999999996,5.6,0.0,0.0
2017 6 27,64767,615,616,1978.8022866750737,58968,5799,33,4.1,8.2,15918.875,16093.0,20.893749999999997,23.9,0.22307692307692306,3.0
2017 7 10,60907,613,615,1979.0666595028297,55319,5588,33,4.956250000000001,10.8,16069.75,16093.0,23.7625,28.3,0.0,0.0
2017 9 23,62687,634,642,1980.6668505457267,48448,14239,33,6.290624999999996,8.2,16069.75,16093.0,25.075000000000003,31.1,0.0,0.0
2016 10 25,52681,596,597,1977.7553649796673,49793,2560,33,7.562500000000002,11.3,16069.75,16093.0,10.2875,12.2,0.0,0.0
2017 7 9,57118,609,612,1980.8970434705348,42872,14246,34,5.236363636363634,7.7,16070.454545454546,16093.0,24.963636363636372,28.3,0.0,0.0
2017 9 22,70127,638,647,1979.428173447706,62644,7483,33,7.356249999999998,10.3,16069.75,16093.0,23.687499999999993,28.3,0.0,0.0
